Gyroscope_x,Gyroscope_y,Gyroscope_z,Gyroscope_t,Gravity_x,Gravity_y,Gravity_z,Gravity_t,Magnetic_Field_x,Magnetic_Field_y,Magnetic_Field_z,Magnetic_Field_t
1.2275085, -0.97465515, -0.14555359, 32.20478, 2.316744, -9.5255785, 0.25775734, 34.65278, 27.397156, -9.909058, 5.368042, 32.20478, 
1.7150574, -0.6167755, 0.17327881, 32.406197, 2.1556761, -9.560068, 0.35853842, 34.84809, 25.798035, -8.551025, 1.0925293, 32.406197, 
-0.74539185, -0.26400757, 0.027053833, 32.607613, 2.1047711, -9.570794, 0.37446, 35.043404, 26.493835, -8.551025, -1.8157959, 32.607613, 
-3.155136, 2.132843, 0.60147095, 32.80903, 2.0898712, -9.574984, 0.3500166, 35.23481, 25.697327, -15.402222, 9.953308, 32.80903, 
0.86950684, 1.4039764, 0.12019348, 33.010445, 2.004714, -9.59937, 0.06001537, 35.430122, 20.794678, -17.60254, 19.750977, 33.010445, 
1.2653046, -0.41880798, -0.05999756, 33.21186, 1.9000493, -9.618531, -0.20988023, 35.62153, 22.103882, -14.343262, 17.05017, 33.21186, 
1.3403168, 0.061019897, 0.21461487, 33.413277, 1.9101812, -9.611927, -0.3639486, 35.81684, 21.162415, -11.453247, 19.288635, 33.413277, 
-0.75390625, 0.042312622, 0.03845215, 33.614693, 1.8920794, -9.610552, -0.47720155, 36.012154, 21.968079, -11.399841, 17.567444, 33.614693, 
-2.5493164, 1.3574066, 0.102005005, 33.81611, 1.8145232, -9.621975, -0.5435873, 36.20356, 16.671753, -23.451233, 24.279785, 33.81611, 
0.70381165, 1.3281555, 0.81074524, 34.017525, 1.7536362, -9.636301, -0.48668167, 36.398872, 4.6966553, -25.068665, 32.80945, 34.017525, 
0.24633789, 0.9483948, 0.057891846, 34.21894, 1.6918557, -9.649584, -0.43993327, 36.594185, -2.6657104, -23.634338, 34.34601, 34.21894, 
0.33836365, 0.14761353, 0.09944153, 34.420357, 1.6301323, -9.663491, -0.3605286, 36.851997, -3.9108276, -17.932129, 33.877563, 34.420357, 
0.067840576, 0.13635254, 0.0854187, 34.621773, 1.6211078, -9.667097, -0.29938337, 37.043404, -4.9453735, -18.908691, 35.71472, 34.621773, 
0.035217285, 0.0602417, 0.0098724365, 34.82319, 1.6118209, -9.668701, -0.29772547, 37.238716, -5.1864624, -17.453003, 34.18579, 34.82319, 
0.009109497, 0.0067749023, -0.0049438477, 35.024605, 1.6021385, -9.670235, -0.3001763, 37.430122, -5.381775, -17.356873, 34.61151, 35.024605, 
-0.038757324, 0.07511902, -0.026947021, 35.22602, 1.5952111, -9.671071, -0.30997458, 37.625435, -4.3411255, -18.94226, 35.64911, 35.22602, 
-0.033325195, 0.014678955, -0.02180481, 35.427437, 1.604685, -9.6691065, -0.32210848, 37.820747, -6.588745, -18.222046, 35.502625, 35.427437, 
-0.033233643, -0.0011291504, -0.023376465, 35.628853, 1.6245927, -9.665749, -0.32309955, 38.012154, -5.6884766, -18.391418, 34.458923, 35.628853, 
-0.007598877, 0.010513306, -0.019332886, 35.83027, 1.6299162, -9.664643, -0.32929337, 38.207466, -6.0165405, -18.94226, 33.36792, 35.83027, 
0.04777527, -0.100128174, 0.012969971, 36.031685, 1.6306164, -9.663908, -0.3469273, 38.40278, -6.628418, -18.624878, 34.620667, 36.031685, 
0.060516357, -0.03375244, 0.01423645, 36.2331, 1.6277289, -9.664627, -0.34039173, 38.66059, -5.3466797, -18.270874, 32.71637, 36.2331, 
0.042373657, -0.028656006, 0.02357483, 36.434517, 1.626133, -9.664374, -0.35490897, 38.851997, -5.1589966, -17.341614, 33.694458, 36.434517, 
0.03390503, -0.044128418, 0.013916016, 36.635933, 1.6278638, -9.663826, -0.3618097, 39.04731, -3.6026, -17.510986, 34.950256, 36.635933, 
0.020477295, 0.007522583, 0.0031738281, 36.83735, 1.6284412, -9.662911, -0.3830292, 39.238716, -4.173279, -17.76886, 34.83429, 36.83735, 
0.013214111, 0.0010986328, 0.0022735596, 37.038765, 1.6259458, -9.663167, -0.38715065, 39.43403, -3.956604, -16.54663, 34.477234, 37.038765, 
0.0043029785, -0.0031280518, 0.0013885498, 37.24018, 1.6209133, -9.663574, -0.39794853, 39.62934, -4.5913696, -17.658997, 34.136963, 37.24018, 
-0.0037384033, -0.0036010742, 6.1035156E-5, 37.441597, 1.6208264, -9.66301, -0.41175807, 39.820747, -4.8446655, -17.76886, 35.160828, 37.441597, 
-0.0061187744, -0.0025482178, -0.0017852783, 37.643013, 1.7232506, -9.635104, -0.6046173, 41.437935, -3.8391113, -15.771484, 33.87451, 37.643013, 
-0.0021514893, 0.0071258545, -0.0045928955, 37.84443, 1.7850504, -9.625334, -0.58044875, 41.62934, -4.173279, -17.097473, 34.83429, 37.84443, 
-0.0041046143, -0.0032806396, -9.0026855E-4, 38.045845, 1.7916232, -9.625428, -0.55821073, 41.824654, -3.5598755, -17.32788, 35.520935, 38.045845, 
-5.493164E-4, -0.0082092285, 0.0026550293, 38.24726, 1.7798808, -9.626839, -0.57130116, 42.01606, -4.122925, -15.852356, 33.439636, 38.24726, 
-0.0017852783, -6.1035156E-4, 0.0022125244, 38.448677, 1.7331446, -9.637889, -0.52696776, 42.211372, -2.8335571, -16.093445, 33.857727, 38.448677, 
-0.0049591064, -0.0025939941, 8.087158E-4, 38.650093, 1.7077048, -9.646198, -0.45275602, 42.406685, -4.0481567, -17.475891, 33.328247, 38.650093, 
-0.0077667236, 0.0029907227, 0.0032196045, 38.85151, 1.6902591, -9.650807, -0.41872823, 42.59809, -3.1173706, -17.675781, 34.744263, 38.85151, 
-0.008361816, -0.0027313232, 0.0011749268, 39.052925, 1.6995851, -9.649256, -0.41672158, 42.855904, -3.503418, -18.43872, 33.206177, 39.052925, 
-0.0061798096, 0.011779785, 0.0016937256, 39.25434, 1.6979867, -9.649069, -0.42744315, 42.98481, -3.9764404, -16.873169, 34.884644, 39.25434, 
-0.0066223145, 0.0027160645, 0.0027618408, 39.455757, 1.7246819, -9.641544, -0.4862859, 43.24653, -3.503418, -16.427612, 33.53119, 39.455757, 
-0.005065918, -0.003616333, 0.0040283203, 39.657173, 1.7336237, -9.637608, -0.5305323, 43.437935, -4.2999268, -16.722107, 33.83789, 39.657173, 
-0.00894165, -0.008926392, 0.0029144287, 39.85859, 1.748447, -9.632906, -0.56607836, 43.633247, -3.6254883, -17.070007, 34.39026, 39.85859, 
-0.013839722, -0.008956909, 0.0024261475, 40.060005, 1.761437, -9.628154, -0.60528946, 43.824654, -2.330017, -17.601013, 33.36792, 40.060005, 
-0.018508911, -0.00340271, -6.1035156E-4, 40.26142, 1.7646205, -9.6256695, -0.6348107, 44.019966, -3.8742065, -17.30194, 34.231567, 40.26142, 
-0.020446777, 0.0046081543, -0.0024871826, 40.462837, 1.7728347, -9.621523, -0.67360216, 44.208477, -5.3878784, -17.097473, 34.05304, 40.462837, 
-0.022460938, 0.0023498535, -0.004699707, 40.664253, 1.7861147, -9.617105, -0.70106226, 44.399883, -3.6346436, -17.95044, 35.466003, 40.664253, 
-0.016464233, 0.021972656, -0.0124053955, 40.86567, 1.7762537, -9.6144, -0.7606782, 44.595196, -3.503418, -18.354797, 34.428406, 40.86567, 
-0.0055389404, -0.024047852, -0.022705078, 41.067085, 1.7683495, -9.608486, -0.84872717, 44.85301, -3.8391113, -18.43872, 35.48584, 41.067085, 
-7.324219E-4, -0.0038757324, -0.014450073, 41.2685, 1.7784063, -9.600268, -0.91788167, 45.04832, -2.9525757, -18.399048, 34.43451, 41.2685, 
0.0028381348, -0.03504944, -0.013397217, 41.469917, 1.7950072, -9.593247, -0.9580872, 45.239727, -3.2485962, -18.661499, 33.73108, 41.469917, 
0.033050537, -0.097335815, -0.011276245, 41.671333, 1.8136322, -9.58506, -1.0038692, 45.43504, -2.4978638, -17.433167, 34.83429, 41.671333, 
0.03526306, -0.049041748, 0.005004883, 41.87275, 1.8622129, -9.570665, -1.0511513, 45.626446, -2.1209717, -19.067383, 34.387207, 41.87275, 
0.04020691, -0.07092285, 0.01689148, 42.074165, 1.7986643, -9.581064, -1.0669633, 45.82176, -2.1820068, -18.084717, 34.529114, 42.074165, 
0.023147583, -0.030471802, 0.0082092285, 42.27558, 0.8045086, -9.772949, 0.11232706, 50.794415, -1.3244629, -17.26532, 31.413269, 42.27558, 
0.0053710938, -0.008422852, 0.005264282, 42.476997, 0.8008368, -9.773447, 0.09371936, 50.993633, -1.7272949, -17.26532, 33.2901, 42.476997, 
-0.013763428, 0.018234253, -7.6293945E-4, 42.678413, 0.80974245, -9.772794, 0.08488752, 51.18504, -2.4978638, -17.433167, 35.812378, 42.678413, 
-0.02255249, 0.013137817, -0.0022888184, 42.87983, 0.82979727, -9.771349, 0.05063565, 51.380352, -0.9902954, -18.289185, 33.36792, 42.87983, 
-0.023483276, 0.0033416748, -0.004119873, 43.081245, 0.82423073, -9.771946, -0.010325799, 51.638165, -1.4511108, -17.015076, 34.916687, 43.081245, 
-0.028076172, -0.008834839, -0.003921509, 43.28266, 0.8017025, -9.773792, -0.025203101, 51.833477, -1.4923096, -18.103027, 34.18274, 43.28266, 
-0.017562866, -0.0076446533, -0.008743286, 43.484077, 0.7582552, -9.777244, -0.030821873, 52.02879, -1.1993408, -17.098999, 33.572388, 43.484077, 
-0.016540527, -0.010879517, -0.0017700195, 43.685493, 0.53957087, -9.791752, -0.029084453, 52.220196, -0.5508423, -18.093872, 33.53119, 43.685493, 
-0.02003479, 0.0069885254, 2.746582E-4, 43.88691, 0.41287568, -9.797865, 0.04194277, 52.41551, -2.2842407, -18.225098, 33.944702, 43.88691, 
-0.025756836, 0.007522583, 5.645752E-4, 44.088326, 0.38135242, -9.798706, 0.101591714, 52.606915, -0.8773804, -18.148804, 33.470154, 44.088326, 
-0.02305603, 0.009170532, -0.0011901855, 44.28294, 0.5079273, -9.791435, 0.20046967, 52.802227, -0.82244873, -18.43872, 35.812378, 44.28294, 
-0.031173706, -0.018814087, -0.0031433105, 44.484356, 0.95070356, -9.7554455, 0.31275558, 52.99754, -1.0925293, -17.834473, 34.97162, 44.484356, 
-0.03352356, -0.010498047, -5.950928E-4, 44.685772, 2.4614725, -9.424438, -1.1364413, 53.188946, -0.74768066, -19.03534, 34.01947, 44.685772, 
-0.04286194, 0.020843506, -0.004638672, 44.887188, 2.64156, -8.775471, -3.49051, 53.388165, -0.82244873, -19.444275, 32.554626, 44.887188, 
-0.02456665, 0.029083252, -0.0090789795, 45.088604, 2.8070002, -8.363119, -4.283617, 53.90079, -1.6601563, -19.276428, 34.233093, 45.088604, 
-0.022094727, 0.048477173, -0.008529663, 45.29002, 1.4039227, -9.09634, -3.3846679, 54.096104, -2.4978638, -17.76886, 32.87964, 45.29002, 
-0.025650024, 0.08113098, 0.011566162, 45.491436, 1.0905408, -9.745183, -0.11185005, 54.28751, -2.1942139, -18.449402, 34.47876, 45.491436, 
-0.007095337, 0.08425903, 0.09741211, 45.692852, 1.6868277, -9.533975, 1.5583072, 54.482822, -2.8549194, -19.822693, 34.417725, 45.692852, 
0.041656494, 0.08578491, 0.15063477, 45.894268, 1.290572, -8.692199, -4.353217, 54.67423, -4.676819, -19.94629, 34.99756, 45.894268, 
0.065460205, 0.23452759, 0.13363647, 46.095684, 3.1539342, -7.224312, -5.83373, 54.86954, -4.421997, -19.180298, 34.121704, 46.095684, 
-0.059188843, 0.29197693, -0.010238647, 46.2971, 1.9220278, -8.783049, -3.9158974, 55.06876, -6.7825317, -19.224548, 34.240723, 46.2971, 
-0.19090271, 0.4388733, -0.20605469, 46.498516, 1.1085163, -9.743156, -0.11178317, 55.264072, -10.206604, -21.11969, 34.509277, 46.498516, 
-0.35786438, 0.84321594, -0.14335632, 46.699932, 1.5674419, -9.6167755, 1.1095729, 55.459385, -14.44397, -22.018433, 32.03125, 46.699932, 
-0.44992065, 1.0806732, -0.17608643, 46.90135, 1.4291884, -8.283279, -5.0512466, 55.65079, -22.8302, -26.45874, 29.322815, 46.90135, 
-0.19320679, 1.1451111, 0.02960205, 47.102764, 3.0907872, -7.649791, -5.300766, 55.908604, -30.21698, -27.20337, 24.63684, 47.102764, 
-0.1984253, 0.18856812, -0.069107056, 47.30418, 1.7242075, -9.216282, -2.8736126, 56.10001, -33.024597, -29.28772, 20.97931, 47.30418, 
0.24258423, -0.8361664, 0.11433411, 47.505596, 1.4253122, -9.685168, 0.57998824, 56.295322, -28.807068, -27.65503, 24.572754, 47.505596, 
0.6161194, -0.96455383, 0.26524353, 47.707012, 1.3120118, -9.66921, -0.97743213, 56.48674, -21.592712, -23.222351, 30.801392, 47.707012, 
0.20089722, 0.091415405, 0.1399231, 47.90843, 1.6626207, -6.608568, -7.0521564, 56.68596, -21.664429, -21.316528, 30.66101, 47.90843, 
-0.041671753, -0.38737488, 0.19509888, 48.109844, 2.8159225, -7.289969, -5.9242992, 56.877365, -19.422913, -19.94629, 31.739807, 48.109844, 
0.10221863, -0.08207703, 0.102005005, 48.31126, 1.1033212, -8.938467, -3.8803203, 57.072678, -19.290161, -19.511414, 31.903076, 48.31126, 
0.12182617, -0.031311035, 0.050186157, 48.512676, 0.39959234, -9.7561865, -0.9096852, 57.264084, -20.092773, -19.276428, 32.71637, 48.512676, 
0.10195923, -0.03363037, 0.027999878, 48.714092, 0.25222892, -9.637867, -1.7939576, 57.459396, -17.823792, -18.21289, 32.659912, 48.714092, 
0.07476807, -0.0370636, -5.493164E-4, 48.91551, 0.91309285, -6.9353013, -6.8730087, 57.650803, -18.681335, -17.095947, 32.556152, 48.91551, 
0.04095459, -0.023208618, -0.003967285, 49.116924, 1.6925794, -7.258582, -6.373268, 57.846115, -18.417358, -17.26532, 32.06482, 49.116924, 
0.00894165, 0.0061187744, 0.003112793, 49.31834, 1.5010517, -8.679065, -4.3117366, 58.03752, -18.353271, -17.692566, 33.114624, 49.31834, 
-0.009399414, 0.0098724365, 0.0015106201, 49.519756, 1.4532226, -9.692008, -0.35142928, 58.295334, -18.07251, -17.066956, 32.972717, 49.519756, 
-0.0115356445, -0.019714355, 0.0047454834, 49.721172, 1.2321745, -9.174491, -3.2374134, 58.494553, -18.753052, -17.26532, 33.042908, 49.721172, 
-0.013153076, -0.010040283, 0.003829956, 49.92259, 2.757778, -7.3510675, -5.875956, 58.68596, -18.09082, -17.887878, 32.099915, 49.92259, 
-0.009643555, 0.0057678223, 0.0065612793, 50.124004, 3.1934311, -8.08746, -4.5349064, 58.885178, -17.747498, -17.601013, 31.413269, 50.124004, 
-0.009246826, 0.0043945313, 0.0018157959, 50.32542, 4.04539, -8.8416605, -1.2768123, 59.084396, -17.663574, -16.537476, 31.91986, 50.32542, 
-0.0068969727, 3.0517578E-4, 0.0, 50.526836, 3.797294, -8.907043, 1.5541914, 59.275803, -19.059753, -16.705322, 32.710266, 50.526836, 
-0.008117676, 0.009002686, -0.001953125, 50.728252, 4.104702, -8.90362, -0.21762136, 59.471115, -19.422913, -17.26532, 31.739807, 50.728252, 
-0.015609741, 0.020751953, -0.0015258789, 50.92967, 3.7057145, -8.660203, -2.7274437, 59.66252, -19.212341, -16.97998, 32.943726, 50.92967, 
-0.015136719, -0.003692627, -0.0014038086, 51.131084, 2.9646459, -9.308971, -0.85105884, 59.857834, -18.830872, -16.567993, 33.294678, 51.131084, 
-0.025421143, 0.024963379, -0.0027008057, 51.3325, 2.4787893, -9.418267, 1.1498901, 60.053146, -19.404602, -17.297363, 33.06122, 51.3325, 
-0.02381897, 0.061431885, 0.013336182, 51.533916, 1.993846, -9.157525, 2.8869889, 60.244553, -20.0943, -18.815613, 32.839966, 51.533916, 
-0.010070801, 0.06422424, 0.025100708, 51.735332, 1.932501, -9.130476, 3.0116818, 60.502365, -19.59076, -16.427612, 32.554626, 51.735332, 
9.918213E-4, 0.07551575, 0.05192566, 51.93675, 1.7299155, -9.531896, -1.5234007, 60.697678, -20.115662, -17.036438, 32.08618, 51.93675, 
0.040267944, 0.13442993, 0.09030151, 52.138165, 1.8491968, -9.201059, -2.8445318, 60.89299, -21.942139, -17.601013, 31.898499, 52.138165, 
-0.0059509277, 0.15689087, 0.009567261, 52.33958, 1.2019609, -9.609797, -1.5419093, 61.084396, -21.601868, -16.763306, 32.554626, 52.33958, 
5.187988E-4, 0.38839722, -0.13291931, 52.540997, 0.7810794, -9.725147, 0.9908646, 61.27971, -24.453735, -16.360474, 30.76477, 52.540997, 
-0.044891357, 0.68743896, -0.33218384, 52.742413, 0.8246704, -9.258874, 3.12467, 61.475002, -28.503418, -18.301392, 28.894043, 52.742413, 
-0.42041016, 1.3405457, -0.58984375, 52.94383, 0.7680714, -9.68321, 1.3475506, 61.66641, -34.672546, -20.785522, 23.106384, 52.94383, 
-2.032013, 2.7677307, 0.0980072, 53.145245, 1.4302227, -8.895422, -3.872508, 61.86172, -39.364624, -27.08435, 5.039978, 53.145245, 
-1.8124847, 2.3171234, 0.92274475, 53.34666, 1.2733424, -9.198314, -3.152779, 62.053127, -36.683655, -18.774414, -14.685059, 53.34666, 
-0.15245056, 0.7797699, 0.75457764, 53.806797, 0.72643495, -9.65864, -1.5340654, 62.24844, -35.08911, -14.865112, -20.095825, 53.806797, 
1.7448578, -2.0062714, 0.17163086, 54.008213, 0.7883549, -9.430875, 2.5705035, 62.506252, -39.492798, -14.822388, -13.948059, 54.008213, 
1.8527374, -1.6070251, -0.12142944, 54.20963, 1.6257032, -9.17431, -3.0593324, 63.09219, -42.045593, -15.757751, -2.6306152, 54.20963, 
-1.2785187, 0.053146362, 0.02558899, 54.411045, 1.428553, -9.5586815, -1.6616958, 63.295315, -39.54315, -17.926025, 4.3441772, 54.411045, 
-3.4370422, 1.8859863, 0.45907593, 54.61246, 1.6019443, -9.593722, 1.2508595, 63.48672, -41.207886, -16.671753, -6.2286377, 54.61246, 
0.942276, 0.19631958, 0.40356445, 54.813877, 2.092904, -9.324514, 2.200809, 63.678127, -39.364624, -16.427612, -13.380432, 54.813877, 
2.078308, -1.4070129, 0.3882141, 55.015293, 1.9291836, -9.444289, -1.8038968, 63.87344, -41.871643, -18.263245, -3.5827637, 55.015293, 
1.5538025, -1.4021149, -0.11601257, 55.21671, 2.5226917, -8.678497, -3.8065853, 64.068756, -40.70587, -17.433167, 10.726929, 55.21671, 
-2.348343, -0.09992981, 0.2890625, 55.418125, 2.1865966, -9.355424, -1.9660193, 64.26016, -38.42621, -23.298645, 12.063599, 55.418125, 
-2.7665405, 1.7962341, 0.0692749, 55.61954, 1.7726101, -9.643939, 0.15057138, 64.455475, -41.481018, -26.597595, -3.9230347, 55.61954, 
1.3886108, -0.62213135, 0.097595215, 55.820957, 1.3957239, -9.447895, 2.227021, 64.64688, -42.045593, -24.806213, -4.9102783, 55.820957, 
2.5944824, -2.2445068, 0.41812134, 56.022373, 1.0609721, -9.734066, -0.5410007, 64.84219, -41.029358, -20.257568, 8.666992, 56.022373, 
1.1204834, -1.6339722, -0.2431488, 56.22379, 3.1891007, -8.152638, -4.419786, 65.100006, -32.22351, -14.019775, 25.183105, 56.22379, 
-3.190155, -0.2744751, 0.41641235, 56.425217, 1.7329719, -9.100672, -3.2163596, 65.29532, -28.640747, -25.811768, 29.621887, 56.425217, 
-1.4359131, 1.4433136, -0.016540527, 56.626633, -0.0021837337, -9.800759, -0.33986253, 65.486725, -31.671143, -43.99414, 11.352539, 56.626633, 
1.4506989, -1.5664673, -0.2316742, 56.82805, 0.3666313, -9.556654, 2.169409, 65.68204, -29.980469, -42.570496, 20.825195, 56.82805, 
1.9230957, -2.186203, 0.075027466, 57.029465, 0.96765107, -9.636058, 1.5428674, 65.87735, -20.195007, -29.833984, 34.957886, 57.029465, 
0.6420593, -1.5993347, -0.2098999, 57.23088, 1.3440478, -8.727409, -4.265706, 66.068756, -5.7418823, -24.806213, 39.21814, 57.23088, 
-3.2471466, 0.04284668, 0.2549591, 57.432297, 2.316165, -8.259053, -4.7532954, 66.26407, 0.35095215, -40.727234, 24.897766, 57.432297, 
-0.47921753, 1.0305023, -0.007003784, 57.633713, 2.521601, -9.247615, -2.0720856, 73.04532, -2.7954102, -45.191956, 13.447571, 57.633713, 
1.1959991, -0.5367279, -0.15458679, 57.83513, 2.7997234, -8.881623, -3.0738735, 73.24063, -1.890564, -38.12561, 19.282532, 57.83513, 
1.9967804, -1.1395264, -0.2177887, 58.036545, 2.3339977, -9.511606, -0.5021872, 73.49844, 4.875183, -27.153015, 23.106384, 58.036545, 
0.21789551, -0.9121704, -0.26480103, 58.23796, 2.3155022, -9.3606615, 1.785177, 73.693756, 8.184814, -19.487, 21.722412, 58.23796, 
-2.7583008, 1.6977539, 0.68891907, 58.439377, 2.2932522, -8.822751, 3.6153076, 73.88516, 6.718445, -29.33197, 21.640015, 58.439377, 
-0.013092041, 1.2166443, 0.38917542, 58.640793, 1.8659433, -9.627212, 0.07378997, 74.080475, -6.272888, -36.332703, 19.892883, 58.640793, 
0.73854065, 1.5532379, -0.21955872, 58.84221, 2.0321217, -8.767081, -3.8960428, 74.27579, -9.762573, -31.196594, 24.95575, 58.84221, 
1.619873, 0.38446045, 0.11605835, 59.043625, 1.643168, -9.3515835, -2.4532177, 74.46719, -11.044312, -22.962952, 27.503967, 59.043625, 
-0.5813904, 0.959671, -0.5352173, 59.24504, 0.74487877, -9.77528, 0.24381407, 74.662506, -13.150024, -18.910217, 28.512573, 59.24504, 
-3.059143, 3.0021667, 0.9367523, 59.446457, 1.3297002, -9.227008, 3.043783, 74.85391, -24.397278, -31.62384, 16.627502, 59.446457, 
0.44940186, 1.352066, 0.91171265, 59.647873, 1.3295752, -9.600479, 1.4944563, 75.049225, -31.82373, -29.666138, 1.4419556, 59.647873, 
0.8321686, 0.42677307, 0.18075562, 59.84929, 2.1561565, -8.203373, -4.921997, 75.30704, -34.196472, -26.843262, 3.225708, 59.84929, 
0.8740387, 0.3667755, 0.12106323, 60.050705, 1.7464842, -9.221232, -2.8441281, 75.50235, -35.21576, -22.651672, 4.319763, 60.050705, 
0.5978241, 0.2702942, -0.066345215, 60.25212, 1.2530407, -9.726193, 0.03800449, 75.693756, -35.845947, -21.957397, 4.699707, 60.25212, 
-2.171692, 1.458252, -0.066345215, 60.453537, 1.9570317, -9.189182, 2.8105762, 75.88907, -35.19287, -24.954224, -0.1739502, 60.453537, 
-2.1237793, 2.2026215, 0.43356323, 60.654953, 1.7254499, -9.606989, -0.94814557, 76.080475, -30.484009, -19.612122, -17.779541, 60.654953, 
0.8160095, 0.37304688, 0.41793823, 60.85637, 3.1808658, -7.798845, -5.022997, 76.27579, -28.128052, -19.28711, -21.852112, 60.85637, 
1.1044922, -0.44877625, 0.30155945, 61.057785, 2.6628666, -8.729021, -3.5893896, 76.4711, -30.557251, -21.089172, -19.091797, 61.057785, 
1.3202515, -0.4260254, 0.12528992, 61.2592, 2.4095178, -9.50522, -0.12409903, 76.66641, -32.99713, -24.806213, -15.661621, 61.2592, 
-0.24485779, 0.1683197, -0.15153503, 61.460598, 3.049306, -9.028157, 2.3161407, 76.85782, -33.457947, -29.289246, -11.222839, 61.460598, 
-3.1291656, 1.513504, 0.07652283, 61.662014, 2.7266343, -9.395102, -0.6840456, 77.05313, -27.392578, -20.161438, -23.536682, 61.662014, 
0.051956177, 0.7563019, 0.41270447, 61.86343, 3.7400613, -8.120628, -4.029606, 77.24454, -18.249512, -13.076782, -28.367615, 61.86343, 
0.9477234, -0.7299652, 0.15228271, 62.064846, 2.9870052, -9.033261, -2.3766327, 77.50235, -22.207642, -19.961548, -27.32544, 62.064846, 
1.8177795, -0.9759674, 0.07714844, 62.266262, 2.5474703, -9.460184, 0.43093428, 77.69546, -27.131653, -27.65503, -22.665405, 62.266262, 
0.7821808, -0.8907776, -0.019958496, 62.467678, 2.88264, -9.017077, 2.5599015, 77.88686, -30.462646, -32.077026, -15.315247, 62.467678, 
-2.9236603, 0.5530853, 0.18054199, 62.669094, 2.4634657, -9.424268, -1.1335367, 78.08218, -31.304932, -27.723694, -19.595337, 62.669094, 
-1.04039, 1.2576294, 0.18852234, 62.87051, 3.6373832, -7.6543145, -4.934704, 78.27358, -24.61853, -14.416504, -31.298828, 62.87051, 
0.7956848, 0.43598938, 0.36012268, 63.071926, -5.563736, -8.058368, 0.52720535, 83.062645, -24.032593, -17.76886, -31.78711, 63.071926, 
1.8494415, -1.2214203, -0.058120728, 63.273342, -7.793062, -5.5713625, 2.0972574, 83.26186, -31.776428, -25.387573, -26.620483, 63.273342, 
1.042572, -0.7479706, -0.23526001, 63.47476, -8.6694975, -4.326167, 1.5147519, 83.45327, -35.342407, -32.850647, -18.59436, 63.47476, 
-2.0969849, 0.7309265, 0.13673401, 63.676174, -9.283509, -0.9808939, 3.004114, 83.64858, -35.186768, -29.782104, -21.464539, 63.676174, 
